amount,old_balance_orig,new_balance_orig,old_balance_dest,new_balance_dest,type,name_orig,name_dest,hour,day_of_week,is_fraud
12.44,3873.44,7484.98,8572.15,4027.08,transfer,C5204466,M2924056,22,1,0
27.71,4899.12,775.55,5529.44,2498.71,cash_in,C3353101,M8898507,8,6,0
6992.94,1854.64,1329.1,7440.32,1767.69,transfer,C5584412,M3575243,14,2,1
30.68,6782.94,2240.05,6997.75,8381.36,debit,C2724585,M7553489,22,2,1
213.97,581.78,3836.22,2097.21,2572.03,cash_out,C4355203,M2533209,0,3,0
1337.82,2002.3,6722.6,2283.62,8834.63,cash_out,C3802587,M1738407,13,4,1
0.17,6305.19,6284.27,9349.84,4011.13,cash_in,C3026754,M4899161,6,0,1
24.3,4081.18,3230.78,3952.95,4641.88,transfer,C5671743,M7190456,1,0,0
59.79,7698.7,5045.8,9905.7,7154.06,debit,C3876606,M5226854,3,4,0
53.37,3946.8,9253.08,7736.92,1416.02,cash_out,C6334600,M9088805,2,2,0
17.56,5159.16,7443.96,5083.86,7075.83,transfer,C4902479,M1355901,19,6,1
6.48,7405.34,7596.73,6235.69,693.24,payment,C9367241,M5976369,6,1,0
19.06,2456.83,7280.55,9886.66,4492.89,payment,C3252626,M5666187,10,5,0
6.67,7938.62,4207.44,8145.83,7530.45,cash_out,C6557792,M6750028,7,1,0
70.98,6683.56,2558.55,6904.76,7223.07,debit,C7400271,M9748847,10,1,0
7.77,8711.68,792.85,2005.41,6380.23,cash_out,C4426243,M3106564,2,1,0
6.33,9324.95,2439.47,873.83,7277.39,payment,C3754127,M4314108,7,3,0
850.69,5806.58,9680.49,2093.87,8638.01,cash_in,C2342445,M7032783,12,3,1
0.22,6133.0,4390.96,1643.2,9542.2,cash_in,C1332374,M7399154,13,6,1
0.3,1612.71,7293.82,2647.19,4690.15,cash_in,C5751739,M7293920,17,4,1
59.41,7177.15,2037.59,9169.71,141.39,debit,C7279004,M9245225,12,3,0
96.97,3794.13,4946.56,6446.38,5924.26,cash_in,C1651407,M3088386,12,4,0
0.48,7735.58,7540.62,3550.93,7120.37,payment,C1968122,M7464817,13,5,1
0.03,8149.95,6346.43,6796.61,7004.97,cash_out,C5384401,M8641531,21,1,1
17.9,6659.79,1698.13,1255.63,1013.83,cash_in,C7671743,M2348021,16,1,1
18.66,4326.03,6949.18,5056.4,5378.69,cash_in,C6167027,M7905652,23,6,0
167.65,7995.59,8160.86,2763.31,2174.3,cash_in,C6169066,M1107714,5,6,1
12.52,7760.06,4236.61,4226.74,2954.57,cash_in,C3862767,M3959522,11,1,0
2.62,1901.64,9489.98,4561.54,8162.27,cash_out,C4371228,M1989554,23,1,0
3.26,9831.18,8728.99,4463.23,9138.42,transfer,C3787134,M2338986,9,0,0
51.38,3487.3,5897.9,4831.18,6760.77,transfer,C1159493,M2024357,8,6,0
25.13,7913.15,514.41,2189.58,7938.69,cash_in,C9725395,M5459984,15,3,0
55.5,3431.85,6850.41,3496.47,3220.72,cash_out,C7060108,M7685239,12,4,0
0.44,8082.08,130.54,8718.36,4077.9,cash_out,C1430846,M3061828,16,2,1
30.03,2560.52,4573.99,6893.23,8711.55,debit,C7931114,M4153025,0,5,0
95.09,264.64,3666.04,552.97,8094.82,payment,C8454220,M4918463,19,3,0
13.32,905.56,4336.37,9321.69,9315.36,transfer,C7456854,M5930202,19,1,0
36.57,8774.72,7870.13,7194.99,414.28,cash_in,C2461125,M6055785,21,4,0
11.66,8974.44,9555.01,4873.47,5452.61,cash_out,C4550743,M3859391,21,5,0
0.5,389.3,9297.13,3332.36,3896.55,payment,C4697296,M5322289,21,3,1
18.3,6688.22,9235.09,6372.13,4970.39,payment,C4754845,M2084932,20,2,0
36.48,7386.42,3878.34,6456.81,5662.81,cash_in,C4915256,M4750560,8,0,0
186.08,7431.75,9378.39,7471.72,1249.45,payment,C3137710,M6257514,12,4,1
70.2,5941.59,1979.59,3942.64,4294.62,payment,C3119085,M9719981,21,4,0
3.19,190.97,8538.38,3227.67,8179.86,payment,C4672603,M9385800,21,3,0
0.08,6686.97,8032.79,7059.37,6028.92,payment,C9428504,M3071382,8,6,1
12.19,8304.0,5000.75,7070.99,3829.42,payment,C3561918,M4533501,23,6,0
382.14,8667.78,1872.3,4926.3,3978.9,cash_out,C1361814,M7581459,10,3,1
45.9,7601.37,3971.52,5325.66,2902.09,cash_out,C7606405,M2632751,4,2,0
81.98,8070.21,8513.12,7124.92,4629.57,cash_out,C3307889,M8413578,22,3,0
75.36,8063.15,2036.99,6547.26,3686.04,debit,C2710400,M3476408,12,3,1
15.45,657.68,3620.28,4791.37,9456.13,transfer,C9647567,M6678849,18,3,0
73.25,4099.54,436.53,2484.47,4937.4,debit,C3893851,M7297691,22,6,0
9.74,4690.37,8200.13,3882.8,6360.1,cash_in,C7162658,M1194656,3,0,0
0.32,9093.94,2326.86,5909.82,9874.76,cash_in,C5592340,M2586340,18,1,1
19.65,7057.1,3053.8,1339.84,3319.77,debit,C4101936,M7800317,22,0,0
168.14,7856.4,5347.87,732.92,8387.73,debit,C3081873,M4480664,21,0,0
2297.53,152.71,4527.61,3211.53,487.52,debit,C4459963,M3704659,2,4,1
210.99,1334.7,3055.92,9666.13,1798.87,transfer,C5166404,M6043230,1,4,1
8.8,5387.61,1484.56,4955.38,3198.07,payment,C9566284,M4520522,22,0,0
42.64,463.67,1502.51,8575.24,2230.61,cash_out,C4624549,M7024113,8,1,0
126.09,5543.5,2680.68,6532.71,1716.86,cash_in,C2396771,M5264422,21,3,0
5.58,2117.25,6332.73,2767.06,6367.89,cash_out,C7243511,M9580328,19,1,0
6.5,9925.25,4392.91,356.51,6075.71,transfer,C5531949,M3090797,17,0,0
13.18,3360.64,980.84,9101.53,7802.9,cash_out,C4787716,M5591031,0,0,0
7.09,3848.46,1139.53,9263.8,1839.74,payment,C9214437,M2602904,16,2,0
10.78,5560.27,6113.92,8976.05,1790.4,cash_in,C4031181,M6791040,23,5,0
6.68,5986.71,8511.34,4820.93,1362.96,transfer,C9616197,M3608710,21,1,0
59.9,623.36,7281.65,9747.55,7104.27,cash_out,C8016965,M8680384,5,3,1
29.17,5072.07,2830.65,4334.87,9422.6,cash_out,C6120195,M2458649,9,3,0
42.17,6383.3,859.26,2476.36,1026.97,debit,C1963205,M2419102,23,2,0
135.63,8756.09,9625.45,4297.44,5135.96,cash_out,C9047291,M9351785,16,5,0
10.0,7009.03,4114.17,6201.24,9117.78,transfer,C8129962,M9964482,23,2,0
460.91,9212.54,9991.76,9454.92,6872.37,transfer,C8527132,M3827503,21,6,1
10.01,843.71,8410.15,5185.48,9529.59,cash_in,C9313242,M7360154,5,2,0
15.44,6822.73,8334.09,8522.69,8592.28,payment,C6019373,M9105487,9,2,0
309.71,3996.85,9238.26,9298.18,9595.44,debit,C1594402,M8768806,19,6,1
4.4,6193.75,3352.66,3603.54,151.03,cash_out,C7745583,M6948065,0,0,0
19.16,5338.06,8995.25,4166.12,9139.78,transfer,C3611044,M5196564,7,3,0
18.57,4340.58,1903.6,8134.28,1176.08,cash_in,C8371182,M3715129,4,2,0
11.32,8847.41,7121.27,1195.59,2920.51,cash_out,C7619383,M8064143,23,2,0
15.53,2070.02,4845.02,6685.9,2731.42,cash_in,C9205196,M9314244,21,5,0
0.26,9243.26,8446.32,3949.6,1186.35,transfer,C1354875,M3116002,4,2,1
13.71,2441.4,6815.27,3487.2,9766.74,transfer,C8286823,M9056301,9,2,0
15.47,2552.7,1609.71,5161.27,2569.72,transfer,C5421311,M5149917,21,6,0
9.72,7848.9,1120.34,7331.52,6149.89,cash_out,C3495209,M4848428,3,1,0
7.41,2002.56,1547.47,274.85,2076.47,transfer,C7381258,M7833312,16,2,0
16.73,2295.57,4318.15,707.36,4328.02,transfer,C6105138,M2846415,8,2,0
0.36,2544.99,8961.55,1899.34,105.31,payment,C4556393,M5786824,15,2,1
50.37,1929.92,9488.45,3699.45,3113.13,transfer,C1229203,M3186206,10,2,0
8.62,7810.2,5335.73,3778.76,6537.46,cash_out,C7443279,M2463496,3,1,0
8.99,506.29,9686.47,8852.01,8192.35,cash_out,C8478776,M2654861,2,4,0
26.89,4794.57,7633.78,5382.22,1621.36,cash_out,C4216305,M8016442,17,5,0
92.63,8959.64,4539.97,7201.53,9117.41,transfer,C9100385,M8029723,16,4,1
23.88,2814.07,9678.12,2967.6,9562.45,transfer,C4190874,M7668839,15,5,0
27.72,842.36,4433.67,5141.86,5668.74,cash_in,C7725129,M5554916,6,1,0
14.18,6997.55,8803.63,7927.4,4608.87,debit,C5342524,M6090377,7,2,1
146.71,1793.98,551.56,2458.35,487.0,cash_out,C5659980,M3230889,8,6,0
221.38,2565.18,8251.76,5392.49,113.86,payment,C7192640,M6445244,2,5,0
6.77,1422.75,8993.52,3019.46,9854.09,transfer,C6964017,M4678901,23,2,0
481.91,9789.75,7804.04,7827.08,1153.78,cash_in,C5317535,M4458774,14,1,1
17.34,6335.03,8596.39,4015.09,4515.95,cash_in,C7184753,M3488634,15,0,0
30.0,8174.42,1843.49,5739.61,9439.22,cash_out,C5731917,M1353115,9,1,0
68.3,6904.93,1959.7,1520.87,4321.31,cash_in,C7752901,M2681644,23,4,0
9280.03,3840.96,305.09,8282.97,7658.11,transfer,C3217596,M5166503,2,2,1
108.34,7944.76,193.02,7937.44,5469.46,payment,C2425479,M4394393,4,3,1
12.76,8173.1,3143.11,4841.19,2513.71,debit,C5487177,M3064864,0,6,0
18.54,5164.27,8381.19,1504.17,9130.45,transfer,C4802977,M8166143,12,1,1
6.17,9224.74,6875.73,6898.99,7177.03,transfer,C9251380,M3844728,3,1,0
0.19,6195.4,1271.67,9240.86,9206.75,transfer,C3535087,M3987481,13,4,1
100.06,4309.92,8941.86,6902.89,6285.11,payment,C6844941,M2743531,8,3,0
18.54,8126.12,7141.94,856.06,121.57,cash_out,C3459356,M6373004,4,3,0
39.71,9765.76,8165.03,1220.32,4331.79,payment,C3427123,M2517449,10,1,0
0.18,4992.64,4864.76,9731.2,6057.26,payment,C3318968,M5125653,12,3,1
93.65,4976.75,5408.5,2378.13,927.82,cash_in,C9840685,M4679813,22,0,0
9164.56,8520.89,3687.74,4791.87,1422.57,transfer,C1999542,M6861079,11,6,1
15.76,1479.56,4657.85,8369.0,5559.85,cash_in,C5068431,M4535586,7,0,0
5.37,6988.23,1516.46,7357.51,6991.61,cash_in,C7235826,M1907367,22,0,0
29.19,8390.63,8717.72,398.84,3715.92,transfer,C5111186,M2292941,0,4,0
42.56,7677.64,4750.67,1487.11,5321.76,payment,C8888386,M7904201,23,2,0
235.98,230.77,1201.54,694.01,6460.3,debit,C3912192,M9443896,5,0,0
38.27,9487.6,4597.54,7142.93,2654.74,debit,C9420022,M6134397,22,1,0
7.06,9733.91,5262.86,9781.47,1338.82,cash_out,C7717637,M1939470,7,3,0
365.29,6090.33,864.37,6955.02,4826.42,cash_in,C7383228,M3765293,1,6,1
71.92,2772.2,1133.56,3690.75,7810.09,payment,C1470581,M5018645,9,1,0
21.63,6011.4,7589.56,3160.29,5561.74,transfer,C5032154,M5515889,2,4,0
42.76,7923.23,552.24,3214.34,9440.74,transfer,C6983579,M5737922,12,4,0
0.37,9741.12,7056.3,1064.06,4132.14,debit,C2694547,M9425133,4,0,1
72.12,5904.95,8535.07,2972.18,1600.22,cash_in,C2321253,M2565160,22,1,0
161.15,6576.78,7711.37,1694.37,9640.31,debit,C9779300,M6727998,14,6,0
0.19,8573.93,4365.92,8917.73,7764.33,cash_in,C5011610,M4503428,19,4,1
651.48,9944.6,1064.32,247.92,7686.54,payment,C2462431,M9370358,3,3,1
41.19,1698.58,2873.16,3696.95,983.37,cash_out,C8729953,M5327583,15,2,0
83.18,9249.19,9404.31,9719.64,4933.76,payment,C5808770,M7726643,13,6,0
10.06,4464.19,5173.54,6283.86,3205.09,transfer,C7932248,M9488305,14,2,0
56.47,522.49,9776.57,664.88,7926.85,debit,C1133260,M3593123,3,2,0
14.63,8552.91,2308.21,8754.17,6724.59,payment,C8816129,M8859936,20,4,0
20.96,949.64,7344.6,9182.86,9232.66,cash_in,C4346568,M7736395,10,0,0
168.98,4914.32,7052.68,4814.57,2855.91,transfer,C3612902,M8884747,4,5,0
81.41,6050.67,3864.82,9370.95,3678.78,cash_in,C8942495,M4580607,1,1,1
37.12,6868.35,2771.5,6393.3,927.55,transfer,C5595368,M7795921,2,2,0
3.88,4255.25,2219.64,8941.43,1922.38,transfer,C2550906,M8189612,10,6,0
1430.1,4249.1,4807.44,6919.42,1690.82,cash_in,C6950750,M7528651,0,4,1
52.67,870.31,6712.83,6203.47,3304.95,payment,C1238014,M3525076,14,1,0
210.89,7940.97,6772.06,2701.75,7250.63,cash_in,C3109184,M8538483,20,4,0
670.75,1957.8,6994.82,7766.41,6049.34,cash_out,C6839906,M4519240,6,5,1
8.49,8156.42,260.29,8976.88,5070.64,transfer,C9374022,M8650368,13,3,0
42.24,4315.91,9743.29,3424.68,9270.85,cash_in,C8187084,M7259939,5,4,0
150.18,3877.48,8466.41,6916.65,4431.19,payment,C2664720,M2470022,3,0,0
22.17,4171.67,5014.41,7542.09,9279.57,transfer,C8450817,M9445004,18,6,0
0.43,2197.52,7791.11,5560.72,1233.56,cash_in,C3087766,M6882321,14,3,1
53.37,7867.89,4018.5,9402.21,7843.74,debit,C5758092,M5489736,21,2,0
42.01,9102.44,6765.68,141.16,9099.68,transfer,C1260551,M1440348,4,6,0
18.12,8218.34,6039.46,3417.39,9595.69,cash_in,C5057252,M7565971,6,4,0
39.54,8033.18,5820.75,1375.82,6399.11,cash_out,C7763214,M6337250,16,1,0
33.09,8031.6,5092.14,6351.27,7864.38,payment,C3668469,M6409052,6,0,0
0.02,7723.32,1615.18,6219.19,5482.36,transfer,C7415688,M1424293,23,5,1
0.32,7798.14,1946.9,6559.97,2295.38,cash_out,C9982810,M5114686,23,6,1
7.6,2678.75,612.31,921.34,1523.32,transfer,C2735086,M2861122,14,4,0
2177.3,8956.59,1018.49,4993.03,3677.83,cash_out,C7556539,M2688991,15,6,1
115.4,6294.26,2181.93,4257.08,8908.16,cash_in,C3702870,M4016651,9,0,1
13.39,6349.01,8562.61,1260.35,3493.82,payment,C9118679,M1084130,5,4,0
53.95,2009.17,392.6,328.08,5166.27,cash_out,C4629021,M7121849,3,1,0
2996.27,7304.66,9404.5,2749.15,4867.59,transfer,C6847755,M5937884,14,5,1
17.9,9468.82,9231.25,2575.92,2058.98,payment,C7590525,M2726284,18,6,0
8.0,7961.59,9542.24,4929.53,8840.29,cash_in,C5557932,M6347715,19,0,0
183.2,5714.71,3802.21,6363.71,736.24,cash_out,C1566398,M9579143,8,4,0
4.31,8784.8,9508.74,5351.93,4043.24,transfer,C4018292,M6413691,13,6,0
22.47,6603.85,3782.45,7817.19,1310.81,payment,C1182888,M6517512,6,3,1
26.93,2403.22,755.73,2907.78,2200.53,cash_out,C2726714,M5664879,22,4,0
16.8,6746.32,5782.09,6498.07,6853.11,cash_in,C6331518,M6370746,6,1,0
0.25,9903.57,4270.25,1328.52,1794.28,payment,C7423283,M4966501,18,0,1
365.79,5800.01,146.01,4671.54,1397.47,cash_in,C1620894,M9950091,16,0,1
8.83,4751.94,8315.52,4209.28,3079.88,payment,C6801971,M7716663,2,4,0
10.74,566.02,3054.59,9841.27,4984.03,transfer,C7273103,M2723751,0,1,0
81.52,9936.05,8627.75,7270.11,2340.78,transfer,C4207127,M7188771,17,0,1
92.67,2670.91,7870.95,1196.96,9476.73,transfer,C5424607,M6525223,22,4,0
38.51,7016.78,9256.1,5876.19,1287.02,payment,C3483052,M7933921,20,3,0
19.52,2481.18,4831.48,4952.03,2877.36,cash_in,C4788807,M2540137,8,6,0
5389.29,8371.87,2499.52,6506.63,8573.05,transfer,C2260713,M9298107,1,1,1
193.8,3912.1,4927.69,3470.46,8158.55,debit,C9622269,M6257292,9,5,1
1.73,5094.66,9149.84,2265.97,3700.07,cash_in,C9614497,M4406122,12,1,0
0.09,3140.75,8711.33,6518.99,1558.17,transfer,C2848835,M5035968,0,3,1
670.11,5355.77,3584.37,1271.43,5548.01,payment,C8238926,M4557877,4,3,1
28.87,626.26,2798.63,1068.35,6521.36,cash_in,C4253632,M5932600,6,3,0
0.27,4986.8,4392.3,6843.49,6498.81,transfer,C4683937,M2932532,1,0,1
20.39,5368.1,2827.05,8837.74,7025.17,cash_in,C7575126,M7591523,3,1,0
7.32,2755.84,2136.48,7878.7,3541.57,payment,C5831479,M1052124,3,1,0
155.08,4819.91,3122.71,9076.01,2462.33,payment,C2165255,M3795846,5,2,0
9.43,226.07,4798.55,3407.14,1857.4,payment,C2291460,M3864292,21,6,0
92.42,9698.46,5873.27,4934.24,2550.35,transfer,C1757936,M1291769,18,5,0
47.58,5300.16,1756.32,1551.17,1029.71,payment,C6631731,M8593642,15,5,0
39.29,6667.74,2610.01,4641.63,8294.72,payment,C6599209,M9687763,21,6,0
62.98,4895.11,2772.38,5241.16,6434.02,cash_out,C7884009,M4695275,21,1,0
12.03,5818.08,6988.48,4364.13,2142.44,transfer,C4252130,M7338067,20,0,0
70.94,6820.14,9002.29,4547.77,9587.23,debit,C3935211,M5451151,21,2,0
88.71,4231.21,9940.04,3162.3,506.89,debit,C6759189,M3062947,13,6,0
45.04,7944.17,2955.24,9697.75,5039.38,cash_out,C8823508,M3520403,16,2,0
61.64,3106.09,2953.77,8017.87,254.36,transfer,C4646113,M5748242,18,0,0
0.01,3587.33,8357.69,594.03,1463.42,payment,C9422048,M3601089,2,5,1
477.88,5893.73,899.11,2266.69,4784.46,payment,C5172971,M7480045,13,3,1
4.03,2686.48,3090.02,3176.28,5682.69,payment,C3334991,M4347166,8,1,0
105.63,3119.46,3043.61,9278.47,4665.43,cash_out,C7307661,M8329845,3,1,0
25.95,5087.77,6883.12,3639.83,3606.52,cash_in,C8054914,M7882997,14,0,0
1.24,7691.02,975.45,1491.8,9077.8,cash_out,C9593404,M7259766,4,4,0
27.19,3004.1,7577.82,3987.33,4089.13,transfer,C8764626,M9690736,14,6,0
223.89,9863.12,1159.78,5983.96,8237.21,debit,C9077690,M6558419,1,0,1
73.03,7419.7,624.9,2130.14,1527.1,cash_in,C3288458,M4750438,21,5,0
6.97,3177.82,9892.67,163.86,4901.06,cash_out,C2924495,M2126456,0,1,0
5.72,1058.95,2122.51,4790.05,8343.99,cash_in,C7555091,M1933705,3,2,0
3.73,8220.68,8433.04,5512.52,8234.7,cash_in,C3066894,M8253691,4,5,0
605.2,6608.91,1790.68,7442.48,5512.14,cash_in,C9060889,M5865999,9,5,1
6.6,6710.23,3972.77,7006.76,1162.62,cash_in,C8127514,M3485821,0,2,1
3.48,209.09,3097.34,6486.58,8942.89,debit,C8457126,M1715242,11,1,0
70.02,2841.35,9819.36,3641.7,8572.81,debit,C4536303,M6852464,22,4,0
20.55,6593.6,3583.48,7220.17,3458.98,cash_out,C5669772,M6082320,12,0,0
42.89,3827.58,4770.35,6623.82,5802.79,debit,C9815318,M5349090,4,5,0
11.03,3546.14,6213.0,4097.36,544.8,cash_out,C4887353,M2619679,21,0,0
25.29,3304.23,2392.19,7740.26,9180.96,cash_out,C2768852,M3919201,23,3,0
18.8,737.26,6157.85,1233.29,8483.34,transfer,C8407618,M7280082,19,5,0
8.52,3279.48,7017.38,3838.53,9889.82,debit,C4350987,M4283602,8,3,0
89.93,2091.81,1704.69,8156.99,8105.85,cash_out,C2443147,M1406730,20,5,0
2960.57,8943.58,3659.65,4139.47,5511.15,transfer,C6716187,M4108891,21,5,1
21.69,5328.73,1982.36,2154.0,8293.0,debit,C6907359,M6980829,19,4,0
31.51,4444.89,6292.16,8752.37,5734.61,cash_out,C9677962,M6003418,3,0,0
9.84,5451.33,323.17,8231.15,2969.98,payment,C7550268,M7004652,2,6,0
3.07,840.29,5796.02,8546.63,9324.91,debit,C6238506,M7697794,19,0,0
24.72,5869.45,9375.58,9850.85,6567.0,transfer,C6671458,M8070014,8,1,0
12.96,1478.96,5516.16,7365.34,9249.33,transfer,C4953000,M9280480,2,6,0
10.11,7060.6,7679.18,450.08,9812.45,cash_in,C2352134,M9032452,4,2,0
6.61,5016.31,2329.93,3567.55,4828.17,cash_out,C1359758,M1928728,0,6,0
104.34,6120.58,3855.95,6867.59,279.14,cash_in,C1874771,M7494876,12,5,0
243.62,1463.93,4435.73,8981.75,9827.09,payment,C6902041,M4248834,10,3,1
6.72,1010.71,199.49,4189.35,7550.43,debit,C1768056,M1249956,23,1,0
16.75,1354.49,1887.88,532.82,3561.71,cash_out,C5905871,M3176277,19,3,0
52.64,860.36,2576.97,5482.1,4999.8,payment,C4695807,M8441397,22,2,0
90.55,2997.57,6571.07,5315.76,2748.6,debit,C9446412,M2751175,1,2,0
29.62,6256.53,2869.86,2115.19,1457.6,debit,C4867751,M6116030,23,4,0
0.37,7900.61,455.09,2427.54,4458.75,cash_in,C2916606,M1357181,15,6,1
0.3,3074.09,9654.46,691.23,8560.28,cash_in,C9310719,M1316224,12,3,1
20.73,3855.34,6633.26,5371.67,6637.98,transfer,C6835191,M1436075,19,6,0
100.11,9083.75,8121.41,5950.49,7596.8,payment,C8282586,M8173085,23,5,0
65.75,5577.61,9529.49,9331.48,2945.44,debit,C8776282,M8110771,18,5,0
77.15,1709.23,3874.78,7481.78,9254.15,cash_out,C1254735,M5709366,21,2,0
523.67,3028.67,5753.72,482.2,2815.27,payment,C5202915,M1207016,3,2,1
77.1,2718.72,1869.97,4680.97,4455.1,cash_in,C1620820,M7018384,15,5,0
16.13,679.99,9394.46,2836.81,6142.25,payment,C2074471,M8389348,5,2,0
174.96,8703.65,1359.5,6340.35,1554.33,debit,C1831808,M4903596,3,5,0
53.64,4459.06,3241.61,5578.74,2356.73,payment,C5319211,M1270418,21,6,1
135.32,7211.36,6045.73,3562.32,867.04,cash_in,C2898888,M9573753,2,1,0
134.61,8244.66,4218.1,6454.68,8770.95,cash_out,C1414306,M6478441,19,6,1
16.38,8984.18,3809.68,9430.55,3011.22,transfer,C3689602,M7179080,1,2,0
18.95,352.8,6129.48,8099.54,5156.88,debit,C6772247,M4604898,12,6,0
17.77,1585.74,7649.86,6527.2,9556.28,cash_out,C9447259,M8014220,17,5,0
263.11,6110.31,6626.06,5251.33,3237.7,cash_out,C5916819,M5094127,10,1,1
67.16,2385.82,3216.68,9726.73,6961.42,cash_in,C7877413,M7071358,2,2,0
4.23,3686.74,4893.13,2380.46,7884.41,cash_out,C3101870,M5109477,13,5,0
10.0,2676.76,2940.16,3207.06,906.91,cash_in,C9472929,M3489714,18,3,0
387.33,9008.74,8776.42,253.57,1295.81,payment,C8882947,M2694421,4,6,0
0.02,1752.66,822.85,5197.48,5340.17,cash_in,C8086002,M6945304,4,3,1
22.7,3004.58,3434.4,8264.68,3432.74,debit,C2808110,M1758962,2,5,0
36.66,9115.67,6345.24,7432.91,4413.33,cash_in,C3258306,M4077793,23,6,0
35.88,5142.8,1607.34,177.06,5971.18,cash_in,C7364849,M6376038,14,1,0
50.12,9453.2,1059.3,3043.75,3477.06,debit,C9685189,M9811287,18,4,0
5.59,3295.72,3253.93,1866.32,1517.65,cash_out,C8223223,M9709639,8,4,0
11.5,3538.72,1739.37,2949.65,4917.69,cash_out,C3840731,M5839871,8,4,0
4.62,6697.69,1495.93,2147.75,8404.02,cash_out,C1458858,M1666811,17,4,0
10.16,8341.79,355.2,2111.1,9423.88,debit,C8155525,M8462919,16,1,0
32.77,1185.19,7092.59,8462.97,4499.61,cash_in,C9275454,M5413356,2,6,0
0.37,1252.98,3601.84,882.76,7953.87,transfer,C6488091,M3629445,16,2,1
995.12,6753.61,833.48,6910.58,8933.5,transfer,C8270870,M2685083,22,6,1
2.73,5625.89,8392.59,6298.2,9496.91,transfer,C5125747,M3296375,18,3,0
2.21,2037.22,4754.14,4896.62,1952.34,cash_in,C5741235,M3211101,6,5,0
45.88,8585.85,7519.52,131.66,765.89,debit,C4498837,M3988274,1,3,0
87.03,6347.16,2423.69,3552.17,5351.57,cash_out,C6034852,M4890524,9,5,0
229.01,3982.88,3635.57,4861.49,1055.68,transfer,C5819613,M8039619,14,2,0
0.07,4700.89,3257.17,1224.01,6999.99,cash_out,C9115789,M9206984,19,3,1
25.44,2752.45,2229.55,8524.78,4149.16,debit,C6422262,M5389007,21,2,0
29.34,4309.47,2680.92,640.87,4906.5,cash_out,C6701595,M1765519,9,3,0
19.13,1748.7,2141.39,6290.34,9483.99,debit,C6531182,M3167873,19,4,0
183.31,3853.96,7826.29,3399.55,3591.74,debit,C2064762,M1825694,16,1,1
26.55,1654.23,5403.42,8611.26,2370.41,cash_out,C7272664,M6561682,13,1,0
2.06,235.04,8470.27,7575.71,5312.9,debit,C7676281,M9135271,1,1,0
2751.54,7746.88,2548.36,2797.34,1324.06,cash_in,C7723485,M3201056,23,2,1
44.12,5094.65,7064.54,7353.12,299.53,debit,C3547579,M2603174,23,4,0
5.67,6096.35,3190.68,3304.89,5172.32,transfer,C6069302,M5597791,14,1,0
210.82,3828.15,4352.39,2300.3,4122.67,payment,C9109259,M5771825,22,4,1
32.09,9932.22,7302.82,9519.43,7650.73,transfer,C8587837,M4759117,18,0,0
17.99,3761.23,5675.22,6463.9,3391.11,transfer,C2600362,M3839639,6,6,0
12.48,930.5,4091.63,8396.9,5281.72,debit,C4899524,M1988730,15,2,0
12.79,8359.8,461.45,6921.08,6027.43,transfer,C5498724,M4510199,17,6,0
20.67,9598.81,2433.82,4667.58,4881.66,debit,C2366240,M2762343,13,5,0
4008.47,1704.72,7506.67,1745.35,4432.25,transfer,C1655350,M8116596,15,1,1
42.37,1484.67,8754.73,4239.66,191.66,transfer,C8306131,M5936253,23,5,0
0.31,3779.15,6537.19,1501.02,5280.19,cash_out,C7228596,M9713746,19,2,1
31.57,3368.75,7492.97,9962.25,9285.63,cash_out,C9797610,M8950226,0,2,0
0.35,763.78,9772.06,3187.22,1957.98,transfer,C8693923,M6553847,3,0,0
96.03,761.04,6399.8,8845.1,3515.08,transfer,C4231974,M5606698,9,6,0
2.36,7320.3,3736.02,7693.19,9349.65,debit,C4398864,M2299833,18,1,0
334.35,2703.08,1112.99,7989.16,5914.44,cash_in,C6539168,M5651273,23,6,1
8.81,2172.14,126.44,2395.13,2242.79,debit,C3457722,M3404734,5,3,0
3.37,8969.94,616.67,5165.88,4452.92,cash_in,C6487648,M6076086,16,6,0
438.2,7761.8,7091.82,3614.42,8402.63,payment,C9903425,M2311972,19,6,1
664.7,8352.69,7142.34,8414.77,5648.81,cash_in,C5203347,M3017289,17,3,1
17.45,8674.77,8568.19,7730.37,3525.32,cash_in,C4586632,M4204180,12,2,0
172.21,2038.78,3673.81,2029.4,5903.27,payment,C2578878,M7188568,8,4,1
43.56,431.93,2822.02,4839.48,534.78,payment,C5599873,M1960109,18,6,0
190.71,9972.59,6359.18,4953.97,4787.14,debit,C2742939,M1640782,11,0,1
5.97,7085.83,1851.39,8524.34,919.96,transfer,C1940329,M8438648,20,5,0
3568.87,2847.03,8540.5,6585.54,7400.79,payment,C6309658,M3838932,18,5,1
12.06,9411.4,4091.41,8393.4,6729.45,transfer,C4236994,M9414204,4,5,0
104.37,2827.7,2066.97,5104.11,1812.39,transfer,C6220474,M5592983,17,2,1
0.29,6993.29,5705.27,4683.75,1250.99,transfer,C4061858,M2449847,5,2,1
214.99,7690.55,7908.49,2253.51,3807.84,transfer,C5139478,M6163730,21,5,0
89.94,7499.34,7407.29,3173.82,3855.17,payment,C3986412,M5680229,4,4,0
8.54,1963.63,8847.33,1853.41,3019.83,cash_in,C5438331,M2550417,15,2,0
10.99,6454.08,4551.76,6347.16,8334.13,transfer,C7470648,M3612283,17,4,0
77.34,6495.48,6851.98,2958.02,3487.59,debit,C5512234,M2522658,16,6,1
